method,description,train_time,predict_time,true_positive,true_negative,false_positive,false_negative,sensitivity,specificity,precision,accuracy,error,f1,my_score1,my_score2,my_score3,confusion_matrix,confusion_matrix_percentage,roc_curve
RealBoost,An RealBoost classifier,13.356334447860718,0.04598879814147949,567,2394,153,336,0.627906976744186,0.9399293286219081,0.7875,0.8582608695652174,0.1417391304347826,0.6987060998151572,1.376234239793348,0.05231271368223853,15.192962809457741,"<a href=""./images/RealBoost_confusion_matrix_15335936-7668-11ec-b97b-f0421cdfcb2c.png""><img src=""./images/RealBoost_confusion_matrix_15335936-7668-11ec-b97b-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/RealBoost_confusion_matrix_percentage_155fe0ee-7668-11ec-a77e-f0421cdfcb2c.png""><img src=""./images/RealBoost_confusion_matrix_percentage_155fe0ee-7668-11ec-a77e-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/RealBoost_roc_15026558-7668-11ec-8b9a-f0421cdfcb2c.png""><img src=""./images/RealBoost_roc_15026558-7668-11ec-8b9a-f0421cdfcb2c.png"" width=200 height=200 /></a>"
DiscreteNBC,DiscreteNBC,8.904465198516846,3.0492522716522217,234,1966,581,669,0.2591362126245847,0.7718884962701217,0.2871165644171779,0.6376811594202898,0.3623188405797102,0.2724097788125727,0.6077871326795037,0.030592491827352655,0.08933658305187353,"<a href=""./images/DiscreteNBC_confusion_matrix_09c15a68-7668-11ec-a05a-f0421cdfcb2c.png""><img src=""./images/DiscreteNBC_confusion_matrix_09c15a68-7668-11ec-a05a-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/DiscreteNBC_confusion_matrix_percentage_09ea88a6-7668-11ec-af1e-f0421cdfcb2c.png""><img src=""./images/DiscreteNBC_confusion_matrix_percentage_09ea88a6-7668-11ec-af1e-f0421cdfcb2c.png"" width=200 height=200 /></a>","<a href=""./images/DiscreteNBC_roc_0989d7c6-7668-11ec-91cf-f0421cdfcb2c.png""><img src=""./images/DiscreteNBC_roc_0989d7c6-7668-11ec-91cf-f0421cdfcb2c.png"" width=200 height=200 /></a>"
