method,description,train_time,predict_time,true_positive,true_negative,false_positive,false_negative,sensitivity,specificity,precision,accuracy,error,f1,my_score,confusion_matrix,confusion_matrix_percentage,roc_curve
EfficientNetB3,,398.52655816078186,84.07035636901855,301,356,19,74,0.8026666666666666,0.9493333333333334,0.940625,0.876,0.124,0.8661870503597123,1.596407638083082,"<a href=""./images/0d3a9bee-4d8e-11ec-b72b-68f728e1134a.png""><img src=""./images/0d3a9bee-4d8e-11ec-b72b-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/0d595dc0-4d8e-11ec-9e26-68f728e1134a.png""><img src=""./images/0d595dc0-4d8e-11ec-9e26-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/0d6b4978-4d8e-11ec-8c26-68f728e1134a.png""><img src=""./images/0d6b4978-4d8e-11ec-8c26-68f728e1134a.png"" width=200 height=200 /></a>"
EfficientNetB6,,1036.8110735416412,200.46547055244446,323,333,42,52,0.8613333333333333,0.888,0.8849315068493151,0.8746666666666667,0.1253333333333333,0.8729729729729729,1.58525197759695,"<a href=""./images/a4a7c73f-4d94-11ec-af39-68f728e1134a.png""><img src=""./images/a4a7c73f-4d94-11ec-af39-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/a4c4797a-4d94-11ec-b2dd-68f728e1134a.png""><img src=""./images/a4c4797a-4d94-11ec-b2dd-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/a4d57909-4d94-11ec-9876-68f728e1134a.png""><img src=""./images/a4d57909-4d94-11ec-9876-68f728e1134a.png"" width=200 height=200 /></a>"
EfficientNetB1,,281.0016486644745,58.67682981491089,283,367,8,92,0.7546666666666667,0.9786666666666667,0.9725085910652921,0.8666666666666667,0.1333333333333333,0.8498498498498499,1.5321757840314545,"<a href=""./images/0feddc8f-4d8c-11ec-ad32-68f728e1134a.png""><img src=""./images/0feddc8f-4d8c-11ec-ad32-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/1009693c-4d8c-11ec-b681-68f728e1134a.png""><img src=""./images/1009693c-4d8c-11ec-b681-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/1018e2b7-4d8c-11ec-ab1c-68f728e1134a.png""><img src=""./images/1018e2b7-4d8c-11ec-ab1c-68f728e1134a.png"" width=200 height=200 /></a>"
KNeighborsClassifier,Classifier implementing the k-nearest neighbors vote,0.36931395530700684,29.328982830047607,328,322,53,47,0.8746666666666667,0.8586666666666667,0.8608923884514436,0.8666666666666667,0.1333333333333333,0.8677248677248677,1.5299516727075786,"<a href=""./images/f6399f10-4d4f-11ec-8134-68f728e1134a.png""><img src=""./images/f6399f10-4d4f-11ec-8134-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/f6801ba1-4d4f-11ec-8805-68f728e1134a.png""><img src=""./images/f6801ba1-4d4f-11ec-8805-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/f5dda9e5-4d4f-11ec-9cdc-68f728e1134a.png""><img src=""./images/f5dda9e5-4d4f-11ec-9cdc-68f728e1134a.png"" width=200 height=200 /></a>"
EfficientNetB5,,757.375424861908,154.94588136672974,284,362,13,91,0.7573333333333333,0.9653333333333334,0.9562289562289562,0.8613333333333333,0.13866666666666672,0.8452380952380952,1.4977957893957892,"<a href=""./images/bc78a06f-4d91-11ec-a292-68f728e1134a.png""><img src=""./images/bc78a06f-4d91-11ec-a292-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/bc93a642-4d91-11ec-8b42-68f728e1134a.png""><img src=""./images/bc93a642-4d91-11ec-8b42-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/bca3cf4e-4d91-11ec-89a3-68f728e1134a.png""><img src=""./images/bca3cf4e-4d91-11ec-89a3-68f728e1134a.png"" width=200 height=200 /></a>"
LinearSVM,Linear Support Vector Classification,1695.9367730617523,3.5265636444091797,310,330,45,65,0.8266666666666667,0.88,0.8732394366197183,0.8533333333333334,0.1466666666666666,0.8493150684931506,1.4497996597267293,"<a href=""./images/ed809a69-4d53-11ec-a2a1-68f728e1134a.png""><img src=""./images/ed809a69-4d53-11ec-a2a1-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/edb88f46-4d53-11ec-8567-68f728e1134a.png""><img src=""./images/edb88f46-4d53-11ec-8567-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/ed18df8d-4d53-11ec-8b5f-68f728e1134a.png""><img src=""./images/ed18df8d-4d53-11ec-8b5f-68f728e1134a.png"" width=200 height=200 /></a>"
MobileNetV3Large,,112.56924200057983,25.532535552978516,352,270,105,23,0.9386666666666666,0.72,0.7702407002188184,0.8293333333333334,0.17066666666666663,0.8461538461538461,1.3348384930988049,"<a href=""./images/d7351512-4d9b-11ec-b469-68f728e1134a.png""><img src=""./images/d7351512-4d9b-11ec-b469-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/d7598d2c-4d9b-11ec-a301-68f728e1134a.png""><img src=""./images/d7598d2c-4d9b-11ec-a301-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/d771c9e9-4d9b-11ec-ae6a-68f728e1134a.png""><img src=""./images/d771c9e9-4d9b-11ec-ae6a-68f728e1134a.png"" width=200 height=200 /></a>"
MobileNetV2,,120.58296632766724,25.729511260986328,329,277,98,46,0.8773333333333333,0.7386666666666667,0.7704918032786885,0.808,0.19199999999999995,0.8204488778054863,1.2505069525639456,"<a href=""./images/82c4fa38-4d9b-11ec-814c-68f728e1134a.png""><img src=""./images/82c4fa38-4d9b-11ec-814c-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/82e15557-4d9b-11ec-8f07-68f728e1134a.png""><img src=""./images/82e15557-4d9b-11ec-8f07-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/82f2f230-4d9b-11ec-b577-68f728e1134a.png""><img src=""./images/82f2f230-4d9b-11ec-b577-68f728e1134a.png"" width=200 height=200 /></a>"
DiscreteNBC,DiscreteNBC,1133.3114941120148,435.81183648109436,283,319,56,92,0.7546666666666667,0.8506666666666667,0.8348082595870207,0.8026666666666666,0.19733333333333336,0.792717086834734,1.2273961261328257,"<a href=""./images/93cdb5a4-4d4f-11ec-bf22-68f728e1134a.png""><img src=""./images/93cdb5a4-4d4f-11ec-bf22-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/93ec640f-4d4f-11ec-a365-68f728e1134a.png""><img src=""./images/93ec640f-4d4f-11ec-a365-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/939156f7-4d4f-11ec-9f80-68f728e1134a.png""><img src=""./images/939156f7-4d4f-11ec-9f80-68f728e1134a.png"" width=200 height=200 /></a>"
DenseNet121,,434.8425304889679,90.02003836631775,295,296,79,80,0.7866666666666666,0.7893333333333333,0.7887700534759359,0.788,0.21199999999999997,0.787716955941255,1.1808335965257684,"<a href=""./images/422a09d1-4d87-11ec-b10e-68f728e1134a.png""><img src=""./images/422a09d1-4d87-11ec-b10e-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/4245c3b0-4d87-11ec-9d2e-68f728e1134a.png""><img src=""./images/4245c3b0-4d87-11ec-9d2e-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/4255de72-4d87-11ec-a90d-68f728e1134a.png""><img src=""./images/4255de72-4d87-11ec-a90d-68f728e1134a.png"" width=200 height=200 /></a>"
MultinomialNBC,Naive Bayes classifier for multinomial models,14.689199686050415,1.883408546447754,288,298,77,87,0.768,0.7946666666666666,0.7890410958904109,0.7813333333333333,0.21866666666666668,0.7783783783783783,1.1598103719489619,"<a href=""./images/d342ccf5-4d4f-11ec-b4db-68f728e1134a.png""><img src=""./images/d342ccf5-4d4f-11ec-b4db-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/d36202fa-4d4f-11ec-9b5c-68f728e1134a.png""><img src=""./images/d36202fa-4d4f-11ec-9b5c-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/d3163fdf-4d4f-11ec-8ba0-68f728e1134a.png""><img src=""./images/d3163fdf-4d4f-11ec-8ba0-68f728e1134a.png"" width=200 height=200 /></a>"
ComplementNBC,The Complement Naive Bayes classifier described in Rennie et al,15.561882257461548,1.8346402645111084,288,298,77,87,0.768,0.7946666666666666,0.7890410958904109,0.7813333333333333,0.21866666666666668,0.7783783783783783,1.1598103719489619,"<a href=""./images/b1bdfb3e-4d4f-11ec-a011-68f728e1134a.png""><img src=""./images/b1bdfb3e-4d4f-11ec-a011-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/b1f08388-4d4f-11ec-bbd1-68f728e1134a.png""><img src=""./images/b1f08388-4d4f-11ec-bbd1-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/b180ee5e-4d4f-11ec-a37b-68f728e1134a.png""><img src=""./images/b180ee5e-4d4f-11ec-a37b-68f728e1134a.png"" width=200 height=200 /></a>"
MobileNet,,115.2924530506134,24.640477418899536,363,211,164,12,0.968,0.5626666666666666,0.6888045540796964,0.7653333333333333,0.2346666666666667,0.8048780487804877,1.127055843434577,"<a href=""./images/2a3238b4-4d9b-11ec-8c0c-68f728e1134a.png""><img src=""./images/2a3238b4-4d9b-11ec-8c0c-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/2a4ca29a-4d9b-11ec-b855-68f728e1134a.png""><img src=""./images/2a4ca29a-4d9b-11ec-b855-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/2a5c272f-4d9b-11ec-9bab-68f728e1134a.png""><img src=""./images/2a5c272f-4d9b-11ec-9bab-68f728e1134a.png"" width=200 height=200 /></a>"
MobileNetV3Small,,46.35059404373169,11.448500156402588,212,367,8,163,0.5653333333333334,0.9786666666666667,0.9636363636363636,0.772,0.22799999999999998,0.7126050420168066,1.1228626486001099,"<a href=""./images/fb74c6bb-4d9b-11ec-9d32-68f728e1134a.png""><img src=""./images/fb74c6bb-4d9b-11ec-9d32-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/fb8ee033-4d9b-11ec-ba79-68f728e1134a.png""><img src=""./images/fb8ee033-4d9b-11ec-ba79-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/fb9e27be-4d9b-11ec-85b8-68f728e1134a.png""><img src=""./images/fb9e27be-4d9b-11ec-85b8-68f728e1134a.png"" width=200 height=200 /></a>"
VGG16,,1111.9536299705505,221.92488503456116,212,364,11,163,0.5653333333333334,0.9706666666666667,0.9506726457399103,0.768,0.23199999999999998,0.7090301003344481,1.111016797499836,"<a href=""./images/ff440342-4daa-11ec-95be-68f728e1134a.png""><img src=""./images/ff440342-4daa-11ec-95be-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/ffba0619-4daa-11ec-afc6-68f728e1134a.png""><img src=""./images/ffba0619-4daa-11ec-afc6-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/ffcce342-4daa-11ec-ab6b-68f728e1134a.png""><img src=""./images/ffcce342-4daa-11ec-ab6b-68f728e1134a.png"" width=200 height=200 /></a>"
GaussianNBC,Gaussian Naive Bayes (GaussianNB),15.979291439056396,10.482917547225952,274,297,78,101,0.7306666666666667,0.792,0.7784090909090909,0.7613333333333333,0.2386666666666667,0.7537826685006878,1.1021266567490742,"<a href=""./images/c7e99629-4d4f-11ec-83e8-68f728e1134a.png""><img src=""./images/c7e99629-4d4f-11ec-83e8-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/c810a632-4d4f-11ec-84d7-68f728e1134a.png""><img src=""./images/c810a632-4d4f-11ec-84d7-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/c7a5bed6-4d4f-11ec-9353-68f728e1134a.png""><img src=""./images/c7a5bed6-4d4f-11ec-9353-68f728e1134a.png"" width=200 height=200 /></a>"
VGG19,,1374.6045973300934,274.1957778930664,212,352,23,163,0.5653333333333334,0.9386666666666666,0.902127659574468,0.752,0.248,0.6950819672131148,1.066579556015617,"<a href=""./images/d75b4e90-4dae-11ec-8f56-68f728e1134a.png""><img src=""./images/d75b4e90-4dae-11ec-8f56-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/d7781e80-4dae-11ec-b0a0-68f728e1134a.png""><img src=""./images/d7781e80-4dae-11ec-b0a0-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/d789a8ae-4dae-11ec-a9a1-68f728e1134a.png""><img src=""./images/d789a8ae-4dae-11ec-a9a1-68f728e1134a.png"" width=200 height=200 /></a>"
BernoulliNBC,Naive Bayes classifier for multivariate Bernoulli models,22.97365403175354,2.628286600112915,307,210,165,68,0.8186666666666667,0.56,0.6504237288135594,0.6893333333333334,0.31066666666666665,0.7249114521841795,0.9561865109906131,"<a href=""./images/a5f09557-4d4f-11ec-9140-68f728e1134a.png""><img src=""./images/a5f09557-4d4f-11ec-9140-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/a6141abe-4d4f-11ec-8825-68f728e1134a.png""><img src=""./images/a6141abe-4d4f-11ec-8825-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/a5bd2a7b-4d4f-11ec-bb89-68f728e1134a.png""><img src=""./images/a5bd2a7b-4d4f-11ec-bb89-68f728e1134a.png"" width=200 height=200 /></a>"
ResNet152V2,,985.3327000141144,200.82183384895325,365,17,358,10,0.9733333333333334,0.04533333333333334,0.5048409405255878,0.5093333333333333,0.4906666666666667,0.6648451730418944,0.7395110283995929,"<a href=""./images/ad7845d9-4da5-11ec-87da-68f728e1134a.png""><img src=""./images/ad7845d9-4da5-11ec-87da-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/ad929c93-4da5-11ec-9516-68f728e1134a.png""><img src=""./images/ad929c93-4da5-11ec-9516-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/ada26f7a-4da5-11ec-95a7-68f728e1134a.png""><img src=""./images/ada26f7a-4da5-11ec-95a7-68f728e1134a.png"" width=200 height=200 /></a>"
ResNet50V2,,357.58969259262085,73.49817085266113,374,4,371,1,0.9973333333333333,0.010666666666666666,0.5020134228187919,0.504,0.496,0.6678571428571428,0.7369428169362571,"<a href=""./images/e36a463c-4da7-11ec-b650-68f728e1134a.png""><img src=""./images/e36a463c-4da7-11ec-b650-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/e38495f1-4da7-11ec-a8df-68f728e1134a.png""><img src=""./images/e38495f1-4da7-11ec-a8df-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/e394496e-4da7-11ec-87fc-68f728e1134a.png""><img src=""./images/e394496e-4da7-11ec-87fc-68f728e1134a.png"" width=200 height=200 /></a>"
Xception,,473.29520893096924,96.04252338409424,375,2,373,0,1.0,0.005333333333333333,0.5013368983957219,0.5026666666666667,0.4973333333333333,0.667853962600178,0.7359330571986425,"<a href=""./images/2c7ac11b-4db0-11ec-89f6-68f728e1134a.png""><img src=""./images/2c7ac11b-4db0-11ec-89f6-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/2c970d1e-4db0-11ec-aa4a-68f728e1134a.png""><img src=""./images/2c970d1e-4db0-11ec-aa4a-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/2ca8951d-4db0-11ec-9992-68f728e1134a.png""><img src=""./images/2ca8951d-4db0-11ec-9992-68f728e1134a.png"" width=200 height=200 /></a>"
InceptionResNetV2,,549.391773223877,114.1076488494873,375,1,374,0,1.0,0.0026666666666666666,0.5006675567423231,0.5013333333333333,0.4986666666666667,0.6672597864768683,0.7346314082709553,"<a href=""./images/1ddecb4d-4d9a-11ec-8ded-68f728e1134a.png""><img src=""./images/1ddecb4d-4d9a-11ec-8ded-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/1dfabec8-4d9a-11ec-aff0-68f728e1134a.png""><img src=""./images/1dfabec8-4d9a-11ec-aff0-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/1e0b5952-4d9a-11ec-8c02-68f728e1134a.png""><img src=""./images/1e0b5952-4d9a-11ec-8c02-68f728e1134a.png"" width=200 height=200 /></a>"
DenseNet201,,676.545741558075,147.03502535820007,22,375,0,353,0.058666666666666666,1.0,1.0,0.5293333333333333,0.4706666666666667,0.11083123425692695,0.526680206363591,"<a href=""./images/ad94bc60-4d8a-11ec-beb5-68f728e1134a.png""><img src=""./images/ad94bc60-4d8a-11ec-beb5-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/adb22a62-4d8a-11ec-a54a-68f728e1134a.png""><img src=""./images/adb22a62-4d8a-11ec-a54a-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/adc2c897-4d8a-11ec-b9a2-68f728e1134a.png""><img src=""./images/adc2c897-4d8a-11ec-b9a2-68f728e1134a.png"" width=200 height=200 /></a>"
DenseNet169,,521.4076442718506,108.55736541748047,1,375,0,374,0.0026666666666666666,1.0,1.0,0.5013333333333333,0.4986666666666667,0.005319148936170213,0.45359433382637393,"<a href=""./images/be10e626-4d88-11ec-b852-68f728e1134a.png""><img src=""./images/be10e626-4d88-11ec-b852-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/be2ea34e-4d88-11ec-8526-68f728e1134a.png""><img src=""./images/be2ea34e-4d88-11ec-8526-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/be3f61e2-4d88-11ec-94d4-68f728e1134a.png""><img src=""./images/be3f61e2-4d88-11ec-94d4-68f728e1134a.png"" width=200 height=200 /></a>"
ResNet101V2,,656.9290771484375,133.44249629974365,0,375,0,375,0.0,1.0,0.0,0.5,0.5,0.0,0.35000000000000003,"<a href=""./images/e61fdd08-4d9f-11ec-bf25-68f728e1134a.png""><img src=""./images/e61fdd08-4d9f-11ec-bf25-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/e63bc310-4d9f-11ec-bfca-68f728e1134a.png""><img src=""./images/e63bc310-4d9f-11ec-bfca-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/e64c4316-4d9f-11ec-ab2f-68f728e1134a.png""><img src=""./images/e64c4316-4d9f-11ec-ab2f-68f728e1134a.png"" width=200 height=200 /></a>"
InceptionV3,,250.51868724822998,52.61631441116333,0,375,0,375,0.0,1.0,0.0,0.5,0.5,0.0,0.35000000000000003,"<a href=""./images/d5dbf361-4d9a-11ec-9578-68f728e1134a.png""><img src=""./images/d5dbf361-4d9a-11ec-9578-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/d5f863fd-4d9a-11ec-8534-68f728e1134a.png""><img src=""./images/d5f863fd-4d9a-11ec-8534-68f728e1134a.png"" width=200 height=200 /></a>","<a href=""./images/d608f895-4d9a-11ec-b750-68f728e1134a.png""><img src=""./images/d608f895-4d9a-11ec-b750-68f728e1134a.png"" width=200 height=200 /></a>"
